MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,LowQualFinSF,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageQual,PavedDrive,PoolArea,MiscVal,MoSold,SaleType,SaleCondition,SalePrice,houseage,houseremodelage,totalsf,totalarea,totalbaths,totalporchsf
45,RM,50.0,6130,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,5,6,Gable,CompShg,MetalSd,MetalSd,No,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,0,GasA,Gd,Y,SBrkr,0,2,1,Gd,5,Typ,0,No,No,No,0,No,Y,0,0,5,WD,Normal,109500,84,58,1568,1568,2.0,116
20,RL,65.0,8529,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,No,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,1434,GasA,Ex,Y,SBrkr,0,3,1,Gd,6,Typ,1,TA,Attchd,RFn,2,TA,Y,0,0,4,WD,Normal,189000,8,8,1454,2888,2.0,329
60,RL,0.0,28698,Pave,IR2,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,2Story,5,5,Flat,Tar&Grv,Plywood,Plywood,No,0.0,TA,TA,PConc,TA,Gd,Gd,LwQ,0,GasA,TA,Y,SBrkr,0,3,1,TA,7,Min2,0,No,Attchd,Fin,2,TA,Y,0,0,6,WD,Abnorml,185000,42,42,3139,3139,3.0,711
160,FV,24.0,2544,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,Gable,CompShg,MetalSd,MetalSd,No,0.0,Gd,TA,PConc,Gd,TA,No,Unf,600,GasA,Ex,Y,SBrkr,80,2,1,Gd,4,Typ,0,No,Detchd,RFn,2,TA,Y,0,0,7,WD,Normal,147400,1,1,1143,1823,2.5,166
20,RL,80.0,11900,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,387.0,TA,TA,CBlock,TA,TA,No,Rec,352,GasA,TA,Y,FuseA,0,3,1,TA,6,Typ,2,Gd,Attchd,RFn,2,TA,Y,0,0,6,WD,Normal,166000,51,51,2432,2784,2.5,192
160,FV,30.0,3180,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,Gable,CompShg,MetalSd,MetalSd,No,0.0,TA,TA,PConc,Gd,TA,No,Unf,600,GasA,Ex,Y,SBrkr,80,2,1,Gd,4,Typ,0,No,Detchd,RFn,2,TA,Y,0,0,6,WD,Normal,151000,1,1,1120,1800,2.5,166
60,RL,44.0,9548,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,6,Gable,CompShg,VinylSd,VinylSd,BrkFace,223.0,Gd,TA,PConc,Gd,TA,No,GLQ,458,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,1,TA,Attchd,RFn,2,TA,Y,0,0,1,WD,Normal,237000,7,7,2312,2770,3.5,231
20,RL,100.0,10004,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,Gable,CompShg,HdBoard,Plywood,BrkFace,180.0,TA,TA,CBlock,TA,TA,No,Rec,975,GasA,TA,Y,SBrkr,0,3,1,TA,6,Typ,0,No,Attchd,RFn,2,TA,Y,0,0,2,WD,Normal,167000,45,45,2057,3032,1.5,152
20,RL,75.0,7875,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,VinylSd,VinylSd,BrkFace,136.0,TA,TA,CBlock,TA,TA,No,Rec,572,GasA,Gd,Y,SBrkr,0,3,1,TA,6,Typ,0,No,Attchd,Unf,2,TA,Y,0,0,9,WD,Normal,139950,47,47,1716,2288,2.0,0
20,RL,60.0,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,4,7,Gable,CompShg,VinylSd,HdBoard,No,0.0,TA,TA,CBlock,Gd,TA,No,BLQ,625,GasA,TA,Y,SBrkr,0,2,1,Gd,4,Min2,0,No,Attchd,Unf,2,TA,Y,0,0,2,WD,Normal,128000,60,15,1509,2134,2.0,290
30,RM,90.0,8100,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,VinylSd,VinylSd,No,0.0,TA,TA,BrkTil,TA,TA,No,Rec,1221,GasA,Gd,Y,SBrkr,0,2,1,TA,5,Min2,0,No,Detchd,Unf,2,TA,Y,0,0,6,COD,Normal,153500,59,34,1897,3118,2.0,346
160,RM,21.0,1680,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,158.0,TA,TA,CBlock,TA,TA,No,BLQ,153,GasA,TA,Y,SBrkr,0,2,1,TA,5,Typ,0,No,Detchd,Unf,1,TA,Y,0,0,11,WD,Normal,100000,35,35,1317,1470,2.5,0
20,RL,75.0,9525,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,VinylSd,VinylSd,No,0.0,TA,TA,PConc,Gd,TA,No,Unf,1099,GasA,Ex,Y,SBrkr,0,3,1,Gd,6,Typ,0,No,Attchd,Unf,1,TA,Y,0,0,6,WD,Normal,144000,13,2,1099,2198,1.5,278
50,RL,70.0,11767,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,Gable,CompShg,MetalSd,MetalSd,No,0.0,TA,TA,CBlock,TA,TA,No,BLQ,416,GasA,Ex,Y,SBrkr,0,3,1,TA,6,Typ,0,No,Detchd,Unf,1,TA,Y,0,0,5,WD,Normal,130500,62,13,1552,1968,1.0,0
70,RH,0.0,12155,Pave,IR1,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,2Story,6,8,Gable,CompShg,Wd Sdng,Wd Sdng,No,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,516,GasA,TA,N,SBrkr,0,4,1,Fa,7,Typ,0,No,Detchd,Unf,1,TA,P,0,0,3,WD,Normal,140000,83,58,1638,2154,2.0,254
70,RM,60.0,10440,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,8,Gable,CompShg,MetalSd,MetalSd,No,0.0,TA,TA,PConc,TA,TA,No,Unf,650,GasA,Gd,Y,SBrkr,0,3,1,Gd,8,Typ,1,Po,Detchd,Unf,2,Gd,P,0,0,6,WD,Normal,157500,104,6,1539,2189,2.0,216
80,RL,82.0,9020,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,7,Gable,CompShg,HdBoard,HdBoard,BrkFace,183.0,TA,TA,CBlock,TA,TA,Gd,Rec,276,GasA,TA,Y,SBrkr,0,3,1,TA,6,Typ,0,No,Attchd,RFn,2,Gd,Y,0,0,5,WD,Normal,174900,42,42,2016,2292,2.5,129
90,RL,80.0,8000,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,Duplex,1Story,5,4,Gable,CompShg,BrkFace,BrkFace,No,0.0,TA,TA,CBlock,TA,TA,No,Unf,1800,GasA,Ex,N,SBrkr,0,6,2,TA,10,Typ,0,No,No,No,0,No,Y,0,0,7,WD,Normal,141000,46,46,1800,3600,2.0,0
50,RM,100.0,12665,Pave,IR1,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,8,Gable,CompShg,Wd Sdng,Wd Sdng,No,0.0,TA,TA,BrkTil,TA,TA,Mn,Unf,876,GasA,Gd,Y,SBrkr,0,4,1,TA,7,Typ,1,Gd,Detchd,Unf,3,TA,Y,0,0,6,WD,Normal,153900,93,58,1416,2292,1.5,612
85,RL,0.0,16647,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,SFoyer,5,5,Gable,CompShg,HdBoard,HdBoard,No,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,0,GasA,TA,Y,SBrkr,0,3,1,TA,6,Min2,2,TA,Basment,Fin,2,TA,Y,0,0,1,WD,Normal,171000,32,26,3091,3091,3.0,0
60,RL,75.0,9317,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,137.0,Gd,TA,PConc,Gd,TA,No,ALQ,227,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,1,TA,Attchd,Unf,2,TA,Y,0,0,7,WD,Normal,213000,16,16,2288,2515,3.5,498
20,RL,36.0,15523,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,HdBoard,Plywood,No,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,404,GasA,Ex,Y,SBrkr,0,3,1,TA,5,Typ,1,Fa,Attchd,Unf,1,TA,Y,0,0,8,WD,Normal,133500,37,37,1324,1728,2.0,0
50,RL,75.0,45600,Pave,IR2,Bnk,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,6,8,Gable,CompShg,Wd Sdng,Wd Sdng,No,0.0,TA,TA,BrkTil,TA,TA,No,Unf,907,GasA,TA,Y,SBrkr,0,5,1,TA,10,Typ,1,Gd,Detchd,Unf,2,Fa,Y,0,0,9,WD,Normal,240000,100,11,2358,3265,3.0,701
80,RL,80.0,9600,Pave,Reg,Lvl,AllPub,FR2,Gtl,Veenker,Feedr,Norm,1Fam,SLvl,6,7,Hip,CompShg,Plywood,Plywood,BrkFace,360.0,Gd,Gd,CBlock,TA,TA,No,Unf,528,GasA,Ex,Y,SBrkr,0,3,1,TA,7,Typ,1,TA,Attchd,RFn,2,TA,Y,0,0,8,WD,Normal,187000,31,13,1855,2383,2.5,213
120,RM,36.0,4435,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,170.0,Gd,TA,PConc,Gd,TA,Av,GLQ,189,GasA,Ex,Y,SBrkr,0,1,1,Gd,3,Typ,0,No,Attchd,Fin,2,TA,Y,0,0,11,WD,Normal,131500,4,4,1507,1696,2.0,140
120,RL,0.0,3196,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,Gd,TA,PConc,Gd,TA,Gd,Unf,1273,GasA,Ex,Y,SBrkr,0,2,1,Gd,7,Typ,1,TA,Attchd,Fin,2,TA,Y,0,0,5,WD,Normal,215000,3,3,1456,2729,2.0,163
75,RL,53.0,7128,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2.5Unf,7,5,Gable,CompShg,MetalSd,MetalSd,No,0.0,TA,Gd,CBlock,TA,TA,No,Rec,554,GasA,Gd,Y,SBrkr,0,4,1,TA,7,Typ,2,Gd,Detchd,Unf,1,TA,Y,0,0,8,WD,Normal,164000,66,57,2010,2564,2.0,126
80,RL,0.0,12095,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,6,Gable,CompShg,MetalSd,HdBoard,BrkFace,115.0,TA,Gd,CBlock,TA,TA,Gd,Rec,563,GasA,TA,Y,SBrkr,0,3,1,TA,7,Typ,1,Fa,Attchd,RFn,2,TA,Y,0,0,8,WD,Normal,158000,45,45,2009,2572,1.5,180
20,RL,102.0,17920,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,4,Hip,CompShg,Wd Sdng,Plywood,No,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,372,GasA,TA,Y,SBrkr,0,3,1,TA,6,Typ,1,Gd,Attchd,Unf,2,TA,Y,0,0,7,WD,Abnorml,170000,51,32,3170,3542,2.5,730
20,RL,0.0,6897,Pave,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,8,Gable,CompShg,HdBoard,HdBoard,No,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,381,GasA,Ex,Y,SBrkr,0,3,1,TA,6,Typ,0,No,Detchd,Unf,1,TA,Y,0,0,4,WD,Normal,127000,48,0,1699,2080,2.5,104
80,RL,0.0,10970,Pave,IR1,Low,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,SLvl,6,6,Gable,CompShg,Plywood,HdBoard,No,0.0,TA,TA,CBlock,Gd,Gd,Gd,GLQ,0,GasA,TA,Y,SBrkr,0,3,1,TA,5,Typ,0,No,Detchd,Unf,2,TA,Y,0,0,10,WD,Normal,147000,30,30,1966,1966,2.0,34
60,RL,65.0,8125,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,HdBoard,HdBoard,No,0.0,TA,TA,PConc,Gd,TA,No,Unf,702,GasA,Gd,Y,SBrkr,0,3,1,TA,6,Typ,1,TA,Attchd,Fin,2,TA,Y,0,0,3,WD,Normal,174000,15,14,1481,2183,2.5,36
20,RL,80.0,10400,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,189.0,TA,TA,CBlock,Gd,TA,No,Unf,1090,GasA,TA,Y,SBrkr,0,3,1,TA,6,Typ,1,TA,Attchd,RFn,2,TA,Y,0,0,6,WD,Family,152000,33,33,1370,2460,2.0,0
60,RL,0.0,11029,Pave,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,PosA,Norm,1Fam,2Story,6,7,Gable,CompShg,HdBoard,HdBoard,BrkFace,220.0,TA,TA,CBlock,TA,TA,Mn,BLQ,435,GasA,TA,Y,SBrkr,0,4,1,Gd,9,Typ,1,Gd,Attchd,Unf,2,TA,Y,0,0,8,WD,Normal,250000,38,22,3273,3708,3.5,287
50,RL,55.0,7642,Pave,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,8,Gable,CompShg,Wd Sdng,Wd Sdng,No,0.0,Gd,TA,BrkTil,TA,TA,No,Unf,912,GasA,Gd,Y,SBrkr,0,3,1,Gd,7,Typ,1,Gd,Detchd,Unf,1,TA,Y,0,0,6,WD,Normal,189950,89,9,1426,2338,1.5,240
190,RL,75.0,11625,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,2fmCon,1Story,5,4,Hip,CompShg,Plywood,HdBoard,No,0.0,TA,TA,PConc,TA,TA,Mn,BLQ,198,GasA,Ex,Y,SBrkr,0,3,1,TA,6,Typ,0,No,Attchd,Unf,2,TA,Y,0,0,4,WD,Normal,131500,45,45,1880,2078,2.5,0
20,RL,81.0,9672,Pave,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,Hip,CompShg,HdBoard,Plywood,No,0.0,TA,TA,PConc,Gd,TA,No,GLQ,702,GasA,TA,Y,SBrkr,0,3,1,TA,6,Typ,0,No,Attchd,Unf,2,TA,Y,0,0,5,WD,Normal,152000,26,25,1435,2137,2.0,0
20,RL,70.0,7931,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,Hip,CompShg,BrkFace,Plywood,No,0.0,TA,TA,CBlock,TA,TA,No,BLQ,0,GasA,TA,Y,SBrkr,0,3,1,TA,6,Typ,0,No,Attchd,Unf,1,TA,Y,0,0,7,WD,Normal,132500,50,50,2296,2296,2.0,0
20,FV,72.0,8640,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,No,0.0,Gd,TA,PConc,Ex,TA,No,Unf,1372,GasA,Ex,Y,SBrkr,0,3,1,Gd,6,Typ,0,No,Attchd,Fin,2,TA,Y,0,0,5,New,Partial,250580,1,0,1372,2744,2.0,140
20,RL,0.0,8750,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,MetalSd,MetalSd,BrkFace,76.0,TA,TA,CBlock,TA,TA,No,BLQ,174,GasA,TA,Y,SBrkr,0,3,1,TA,5,Typ,0,No,Detchd,Unf,2,TA,Y,0,0,8,WD,Normal,148500,39,39,1830,2004,2.0,0
20,RL,67.0,10656,Pave,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,274.0,Gd,TA,PConc,Gd,TA,Av,Unf,1638,GasA,Ex,Y,SBrkr,0,3,1,Gd,6,Typ,1,Gd,Attchd,RFn,3,TA,Y,0,0,11,New,Partial,248900,1,0,1646,3284,2.0,272
20,RL,85.0,6970,Pave,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,4,5,Gable,CompShg,VinylSd,VinylSd,No,0.0,TA,TA,CBlock,TA,TA,No,ALQ,108,GasA,TA,Y,SBrkr,0,3,1,Fa,5,Typ,0,No,Attchd,RFn,2,TA,Y,0,400,5,WD,Normal,129000,46,46,2052,2160,2.5,168
60,RL,0.0,14762,Pave,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Feedr,Norm,1Fam,2Story,5,6,Gable,CompShg,Plywood,Plywood,No,0.0,TA,TA,Slab,No,No,No,Unf,0,GasA,Gd,Y,SBrkr,53,2,1,TA,7,Typ,1,TA,Attchd,Unf,2,TA,P,0,0,5,WD,Normal,169000,58,56,2267,2320,2.0,264
60,RL,80.0,9938,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,246.0,Gd,TA,PConc,Gd,TA,No,GLQ,300,GasA,Ex,Y,SBrkr,0,3,1,Gd,8,Typ,1,TA,Attchd,Fin,2,TA,Y,0,0,6,WD,Normal,236000,17,16,2699,2999,3.5,246
20,RL,60.0,6600,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,1Story,5,5,Hip,CompShg,MetalSd,MetalSd,No,0.0,TA,TA,CBlock,TA,TA,No,Unf,894,GasA,Gd,N,SBrkr,0,2,1,TA,5,Typ,0,No,Detchd,Unf,1,TA,Y,0,0,8,WD,Normal,109500,47,47,894,1788,1.0,0
60,RL,70.0,8750,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,116.0,TA,TA,PConc,Gd,TA,No,GLQ,299,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,0,No,Attchd,RFn,2,TA,Y,0,0,6,WD,Normal,200500,12,12,2187,2486,2.5,77
20,RL,74.0,8892,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,WdShing,Wd Shng,No,0.0,Gd,TA,Stone,TA,TA,Av,Unf,105,GasA,Gd,Y,SBrkr,0,3,1,Gd,5,Typ,0,No,Attchd,Unf,2,TA,Y,0,0,10,WD,Normal,116000,55,12,910,1015,1.0,346
40,RL,60.0,12144,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,HdBoard,HdBoard,No,0.0,Gd,TA,CBlock,TA,TA,No,Rec,457,GasA,Gd,Y,SBrkr,232,3,1,TA,6,Typ,1,Gd,Attchd,Unf,1,TA,Y,0,0,9,WD,Normal,133000,60,59,1411,2100,1.0,28
50,RM,52.0,5720,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,Gable,CompShg,Wd Sdng,Wd Sdng,No,0.0,TA,TA,CBlock,TA,TA,No,Unf,676,GasA,Ex,Y,SBrkr,0,3,1,TA,5,Typ,0,No,Detchd,Unf,1,TA,Y,0,0,8,WD,Abnorml,66500,68,59,1131,1807,1.5,26
60,FV,75.0,9000,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,CemntBd,CmentBd,No,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1120,GasA,Ex,Y,SBrkr,0,4,1,Ex,11,Typ,1,Gd,BuiltIn,Fin,2,TA,Y,0,0,8,New,Partial,303477,0,0,2674,3794,2.5,572
20,RL,94.0,25286,Pave,Reg,HLS,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,HdBoard,Plywood,No,0.0,TA,TA,PConc,TA,TA,Gd,ALQ,431,GasA,Gd,Y,SBrkr,0,3,1,TA,5,Typ,0,No,Attchd,Unf,2,TA,Y,0,0,1,WD,Normal,132250,44,44,1673,2104,2.0,0
60,RL,74.0,8834,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,Hip,CompShg,VinylSd,VinylSd,Stone,216.0,Gd,TA,PConc,Ex,TA,No,GLQ,292,GasA,Ex,Y,SBrkr,0,4,1,Ex,10,Typ,1,Gd,Attchd,Fin,3,TA,Y,0,0,6,WD,Normal,350000,5,4,3394,3686,3.5,184
85,RL,88.0,11782,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,7,Gable,CompShg,HdBoard,HdBoard,No,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,210,GasA,TA,Y,SBrkr,0,3,1,Gd,6,Min2,0,No,Detchd,Unf,2,TA,Y,0,400,6,WD,Normal,148000,49,15,2054,2264,2.0,192
20,RL,0.0,7000,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,8,Gable,CompShg,VinylSd,VinylSd,BrkFace,90.0,Gd,Gd,CBlock,TA,TA,No,ALQ,218,GasA,Ex,Y,SBrkr,0,3,1,TA,6,Typ,0,No,Attchd,Unf,1,TA,Y,0,0,7,WD,Normal,136500,31,4,1510,1728,2.0,0
20,RL,60.0,7024,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,VinylSd,VinylSd,No,0.0,TA,TA,PConc,Ex,Gd,No,ALQ,110,GasA,Gd,Y,SBrkr,0,2,1,TA,5,Typ,0,No,Attchd,Fin,2,TA,Y,0,0,6,WD,Normal,157000,2,1,2070,2180,2.5,49
50,RL,44.0,13758,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Timber,Norm,Norm,1Fam,1.5Fin,7,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,117.0,Gd,Gd,CBlock,Gd,TA,Mn,LwQ,254,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,1,TA,Attchd,RFn,2,TA,Y,0,0,4,WD,Normal,187500,17,16,2619,2873,2.5,204
60,RL,0.0,9636,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,No,0.0,TA,TA,PConc,Gd,TA,No,Unf,808,GasA,Gd,Y,SBrkr,0,3,1,TA,7,Typ,1,TA,BuiltIn,RFn,2,TA,Y,0,0,12,WD,Normal,178000,17,16,1593,2401,2.5,382
75,RL,60.0,6204,Pave,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,2.5Fin,4,5,Gable,CompShg,Wd Sdng,Wd Sdng,No,0.0,Gd,TA,PConc,TA,Fa,No,Unf,795,GasA,TA,N,SBrkr,481,5,1,TA,10,Typ,0,No,Detchd,Unf,1,TA,Y,0,0,3,WD,Normal,118500,94,56,1749,3025,2.0,188
20,RL,65.0,7150,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,60.0,TA,TA,CBlock,TA,TA,No,BLQ,460,GasA,TA,Y,SBrkr,0,3,1,TA,5,Typ,0,No,Attchd,RFn,1,TA,Y,0,0,7,WD,Normal,100000,42,42,1324,1784,1.0,0
120,FV,50.0,5119,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,9,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,60.0,Gd,TA,PConc,Ex,TA,Av,GLQ,460,GasA,Ex,Y,SBrkr,0,2,1,Gd,5,Typ,1,TA,Attchd,Fin,2,TA,Y,0,0,1,CWD,Abnorml,328900,9,8,2947,3407,3.0,162
90,RL,70.0,8393,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,122.0,TA,TA,CBlock,TA,TA,No,LwQ,1098,GasA,Ex,Y,SBrkr,0,4,2,TA,8,Typ,0,No,Attchd,Fin,2,TA,Y,0,0,6,WD,Family,145000,47,1,2240,3338,2.0,326
50,RL,59.0,16466,Pave,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,Gable,CompShg,MetalSd,MetalSd,No,0.0,TA,Gd,PConc,TA,TA,No,Unf,816,GasA,TA,Y,SBrkr,0,3,1,TA,8,Typ,0,No,Attchd,Unf,1,TA,Y,0,0,4,WD,Normal,135500,53,53,1393,2209,1.5,386
20,RL,95.0,15865,Pave,IR1,Lvl,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,1Story,8,6,Flat,Tar&Grv,Wd Sdng,Wd Sdng,No,0.0,Gd,Gd,PConc,TA,Gd,Gd,ALQ,1043,GasA,Ex,Y,SBrkr,0,4,1,Gd,8,Typ,1,TA,Attchd,Unf,2,TA,Y,0,0,10,WD,Normal,268000,37,37,3391,4434,3.0,512
20,RL,128.0,12160,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,4,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,90.0,TA,TA,CBlock,TA,TA,No,BLQ,481,GasA,Ex,Y,SBrkr,0,2,1,TA,6,Typ,1,TA,Attchd,RFn,2,TA,Y,0,0,2,WD,Normal,149500,56,56,2529,3010,2.0,162
50,RL,60.0,8064,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,5,7,Gable,CompShg,MetalSd,MetalSd,No,0.0,TA,Gd,CBlock,TA,TA,Mn,Unf,672,GasA,Ex,Y,SBrkr,0,3,1,TA,6,Typ,1,Po,Detchd,Unf,2,TA,Y,0,2000,7,WD,Normal,122900,58,1,924,1596,1.0,0
